,Baetis fuscatus,Limnodrilus gotoi,Hydropsyche kozhantschikovi,Teloganopsis punctisetae,Ephemera orientalis,pH,Conductivity,DO,BOD,COD,SS,TN,TP
observation6109,0,0,0,0,0,7.45,68.5,9.1,0.45,2.35,2.9,1.2835,0.034
observation6110,0,1,0,0,1,7.8,55.5,9.65,1,2,6.1,1.404,0.055
observation6111,1,1,1,1,0,7.65,81.5,9.8,0.8,2.45,1.9,1.9325,0.027
observation6112,0,1,1,0,1,7.65,51.5,9.7,0.8,2.1,5.2,1.1665,0.022
observation6113,0,1,1,1,0,7.65,87.5,8.7,0.6,2.2,1.6,1.6985,0.011
observation6114,1,0,1,1,0,7.35,81,9.35,0.65,2.45,2.9,1.0625,0.023
observation6115,0,0,0,0,0,7.2,79,7.4,0.5,2.1,3.2,1.645,0.0275
observation6116,0,0,0,0,0,8,25482.5,7.05,1.25,3,33.2,1.12,0.0255
observation6117,0,1,1,0,0,7.3,11718,7.65,1.15,2.65,8.8,2.0925,0.0695
observation6118,0,0,0,0,0,7.65,12049,9.05,0.45,1.6,12.4,1.683,0.024
observation6119,1,1,1,0,0,8.1,20080,9.7,1,2.1,16.2,0.957,0.023
observation6120,0,1,0,0,0,7.65,24122.5,9.15,0.9,1.1,33.6,0.8585,0.018
observation6121,0,1,0,0,0,8.3,17077.5,8.05,0.9,2.2,14.2,1.0595,0.0265
observation6122,0,0,0,0,0,8.2,20575,10.9,1.35,1.45,23.6,0.992,0.027
observation6123,0,1,0,0,0,7.65,25972,8.15,0.85,2.6,25.6,0.75,0.0445
observation6124,0,0,0,0,0,7.75,17908.5,9.55,0.85,2.9,23.2,1.1665,0.042
observation6125,0,1,1,0,0,7.7,12151,8,0.9,3.95,25.6,1.398,0.098
observation6126,0,0,0,0,0,7.75,16307.5,7.2,0.5,5.65,14.2,1.499,0.074
observation6127,0,0,0,0,0,7.7,17212.5,9.3,0.4,2.7,4.4,1.759,0.046
observation6128,0,0,0,0,0,7.9,8728.5,8.1,0.4,2.3,16.4,1.6325,0.0715
observation6129,0,0,0,0,0,6.95,33850.5,7.5,0.6,1.2,35.2,0.759,0.034
observation6130,0,1,0,0,0,7.55,4507,9.2,0.4,3.25,12.2,1.7425,0.0535
observation6131,0,0,0,0,0,8,31174.5,8.65,1.05,2.6,27.2,0.6485,0.026
observation6132,0,0,0,0,0,7.7,15659,8.25,0.8,2.5,23.4,0.9355,0.0335
observation6133,0,0,0,0,0,7.75,23435,7.95,0.6,2.95,22,0.973,0.0385
observation6134,0,0,0,0,0,7.7,23745,7,0.6,3.1,25.8,0.9285,0.066
observation6135,1,1,0,0,1,8,91,7.05,0.15,2.45,0.4,0.6085,0.0065
observation6136,1,1,0,0,1,8.1,94.5,9.25,0.9,2,0.4,0.3395,0.0155
observation6137,1,1,0,0,1,6,79.5,10.1,0.3,2.6,1.2,0.811,0.012
observation6138,1,1,0,0,1,7.3,82.5,8.7,0.35,2.65,1.8,0.524,0.0115
observation6139,0,0,0,0,0,6.9,75,8.3,0.3,1.75,2,0.9015,0.0115
observation6140,1,0,0,0,0,8.05,129,10.25,0.55,2.15,1.4,0.421,0.0165
observation6141,1,0,0,0,0,8.25,87,9.5,0.3,2.45,4,1.217,0.037
observation6142,1,0,0,0,0,7.85,83.5,9.5,0.3,2.75,0.6,0.343,0.008
observation6143,1,0,1,0,0,7.85,83.5,9.8,0.65,3.15,1.4,0.4405,0.016
observation6144,1,0,0,0,0,8.15,88,9.5,0.85,3.35,1.2,0.553,0.0115
observation6145,1,1,1,0,1,8.25,77,10.7,0.4,1.4,0.8,0.3045,0.0095
observation6146,0,1,1,0,0,8.05,137.5,11.05,0.5,2.95,0.6,0.6395,0.014
observation6147,1,1,0,0,0,7.85,86.5,10.3,0.55,2.45,1.2,0.3695,0.0415
observation6148,1,1,0,0,0,7.65,99.5,8.85,0.3,2.6,0.8,1.2105,0.013
observation6149,1,1,0,0,0,7.55,80,10.4,0.2,2.5,0.6,0.378,0.0135
observation6150,1,0,0,0,1,7.65,105.5,8.9,0.5,2.9,1.2,0.521,0.0295
observation6151,0,1,1,1,1,7.9,86,10.7,0.3,2.65,0.4,0.756,0.0275
observation6152,1,1,0,1,1,7.3,61,10.65,0.5,3.45,3,0.415,0.0175
observation6153,1,1,0,0,1,7.45,77,9.9,0.55,3.8,1,0.5495,0.0315
observation6154,1,1,1,0,1,7.55,65,9.2,0.6,2.95,1.2,0.361,0.0115
observation6155,0,0,0,1,0,7.9,89.5,11.25,0.7,3.7,1.2,0.592,0.0145
observation6156,1,1,1,1,0,7.5,79,9.15,0.5,3.75,2,0.3675,0.0225
observation6157,1,0,0,0,0,7.05,94.5,9.8,1,1.15,1.2,1.8,0.011
observation6158,1,0,0,0,0,8.05,97.5,9.5,0.3,1.75,0.8,2.09,0.0225
observation6159,1,0,0,0,0,7.55,103,10.9,0.35,1.65,0.4,2.379,0.012
observation6160,1,1,0,0,0,7.3,119,9.4,0.2,1.7,1,1.6025,0.0325
observation6161,1,0,0,1,0,7.25,84,10.15,0.6,1.15,0.6,1.6285,0.014
observation6162,1,0,0,1,0,7.85,84,8.9,0.5,1.6,1.2,1.7055,0.016
observation6163,1,0,0,0,0,8.6,73.5,10.1,0.3,1.9,0.6,1.208,0.006
observation6164,1,0,0,0,0,8,87.5,9.8,0.3,3.25,6.2,0.8995,0.019
observation6165,1,0,1,0,0,7.7,74.5,10.05,0.3,2.45,8.2,1.126,0.017
observation6166,1,0,1,0,0,8.1,124.5,9.8,1.15,2.25,5.4,0.7655,0.0125
observation6167,1,1,1,0,0,7.5,88.5,10.45,0.8,1.7,2.6,1.1265,0.014
observation6168,0,0,0,0,0,8.7,128.5,12.85,0.55,3,2.4,0.9205,0.0105
observation6169,0,0,0,0,0,7.85,112,10.45,0.4,2.05,2.6,0.651,0.0145
observation6170,1,0,0,0,0,7.9,84,8.9,0.45,2.9,2.2,0.7685,0.0135
observation6171,0,1,0,0,0,7.5,81,10.15,0.3,2.15,2.6,0.9,0.0245
observation6172,0,0,1,0,0,7.75,105,6.6,0.45,2.3,1.6,1.5565,0.032
observation6173,1,0,0,0,0,7.3,138.5,6.45,0.3,1.8,1.2,1.554,0.0445
observation6174,1,0,1,0,0,7.75,80.5,10.5,0.5,2.1,1.2,1.416,0.017
observation6175,0,1,0,0,0,7.7,96.5,9.9,0.35,2.05,0.8,1.332,0.0205
observation6176,0,1,0,0,0,8.2,114,9.75,0.5,2.4,4,2.1255,0.02
observation6177,1,1,0,0,0,7.35,132.5,8.8,0.5,2.3,0.4,3.2875,0.021
observation6178,0,1,0,0,0,7.65,144.5,8.9,0.4,2.05,1,1.54,0.0245
observation6179,1,0,0,0,0,7.55,90,11.65,1.45,2.3,4.3,1.502,0.031
observation6180,1,0,0,0,0,7.4,113,10.05,1.45,2.7,1.65,1.3035,0.0285
observation6181,1,0,1,1,1,7.75,90.5,10.45,1.1,2.9,0.7,2.3705,0.061
observation6182,1,0,1,1,1,7.5,86.5,9.5,1.05,2.6,5.2,1.8315,0.0305
observation6183,0,0,0,0,0,7.35,103,12.05,1.05,2.5,2.05,1.65,0.062
observation6184,0,0,0,0,0,7.1,124,9,1.55,3.3,3.15,1.4325,0.0445
observation6185,1,0,0,0,1,7.95,109,10.9,1.35,3.1,1.8,1.0975,0.025
observation6186,1,0,0,0,1,7.45,145,10.85,1.65,3.75,4.3,1.4095,0.0225
observation6187,1,1,1,1,0,7.65,104,11,1,1.9,7.8,1.775,0.0265
observation6188,1,1,1,1,1,8.05,112,10.3,2,3.35,2.2,1.5075,0.031
observation6189,0,1,1,0,0,8,106,10.35,1.05,1.9,1.85,1.3885,0.0235
observation6190,1,1,1,1,1,7.55,122,9.85,1.3,1.8,2.4,1.983,0.0265
observation6191,0,0,1,0,1,7.25,114.5,11.55,0.85,2.05,4.1,1.545,0.0225
observation6192,1,1,0,0,0,8.1,85.5,9.05,0.6,2.05,3.6,1.908,0.04
observation6193,1,0,0,1,1,8.05,97.5,10.35,0.45,2.9,3,0.972,0.006
observation6194,1,0,0,1,1,7.2,72.5,9.7,0.55,3.3,2,1.508,0.022
observation6195,1,0,0,0,1,6.95,79,12.45,0.55,2.25,8,1.6195,0.0345
observation6196,1,0,0,0,0,7.4,85.5,9.65,0.3,2.4,2.95,1.4975,0.016
observation6197,0,0,0,0,1,7.5,75,11.4,0.5,2.15,3,1.18,0.057
observation6198,0,0,0,0,1,6.95,79.5,8.35,0.35,2.2,3.15,1.3515,0.017
observation6199,1,0,0,0,1,7.6,82.5,9.95,1.1,2,2.85,1.159,0.017
observation6200,1,0,0,0,1,7,59,8.75,0.8,2.35,4.6,1.113,0.0255
observation6201,1,1,0,0,1,7.25,80,11.45,1.2,2.45,1.5,0.966,0.0055
observation6202,0,1,0,0,1,7,97,8.05,0.65,2.05,2.5,1.1455,0.004
observation6203,1,1,0,0,1,7.6,89.5,10.2,0.8,2.7,1.95,1.742,0.01
observation6204,0,1,0,0,1,8.2,100.5,8.15,1.7,3.45,3.4,1.1775,0.022
observation6205,0,1,0,0,1,7.75,90,10.85,0.55,2.6,1.95,0.971,0.014
observation6206,1,1,0,0,1,8.05,89.5,9.3,1.5,2.85,2.95,1.087,0.0195
observation6207,1,1,1,0,0,7.6,220.5,7.5,1.1,2.7,11.8,3.428,0.013
observation6208,1,1,1,0,1,7.55,150.5,10.75,1,2.05,2.8,2.6595,0.0235
observation6209,1,1,0,0,1,7,116.5,10.55,1.05,2.4,10.2,3.234,0.026
observation6210,1,1,0,1,1,7.2,134,9.3,0.4,1.95,2.2,2.6755,0.0185
observation6211,0,0,0,0,1,7.5,117,10.5,0.55,2,2.6,2.403,0.014
observation6212,0,0,0,0,1,8.05,142.5,11.2,0.6,2.5,25.2,2.491,0.046
observation6213,1,0,1,0,1,8.2,117.5,11.05,0.95,2.35,5.2,3.1165,0.0145
observation6214,1,0,1,0,1,7.75,116.5,10.8,0.45,2.55,1.2,3.4075,0.0195
observation6215,1,1,1,1,0,7.35,116,10.35,0.6,2.55,4.4,2.7385,0.0195
observation6216,1,0,1,1,0,7.45,150.5,9.1,1.45,2.85,3.6,2.623,0.028
observation6217,1,1,1,1,0,7.65,113,10.2,0.4,1.8,7,3.044,0.025
observation6218,1,1,1,1,0,7.65,153.5,13.85,0.85,2.05,3.2,3.2215,0.019
observation6219,1,0,0,0,1,7.55,149,10.85,1.4,4.55,5.2,1.543,0.0425
observation6220,1,1,0,1,0,7.6,118.5,9.9,0.35,2.4,4.6,2.9475,0.026
observation6221,1,0,0,0,1,8.3,88,8.3,1.2,2.95,4.8,1.273,0.019
observation6222,1,0,0,0,1,6.95,100,8.95,0.8,2.55,3.4,1.039,0.021
observation6223,1,1,0,1,1,7.65,78.5,11.45,0.65,2.2,3.2,1.8545,0.0125
observation6224,1,1,1,1,1,6.9,105.5,9.35,0.55,2.4,2.4,1.488,0.0225
observation6225,0,0,0,0,0,7.65,65.5,10.75,0.9,2,4.2,1.1055,0.0195
observation6226,0,0,0,0,0,7.5,69,9.05,0.9,3.2,5.2,1.327,0.02
observation6227,1,0,1,0,1,7.65,74.5,9.2,1.15,1.85,4.5,1.268,0.0195
observation6228,1,0,1,0,1,6.8,61,9.4,0.95,2.1,5.85,1.323,0.026
observation6229,1,0,1,1,0,7.4,62.5,9.15,1.3,2.85,5.3,1.2305,0.0115
observation6230,1,1,1,1,1,7.85,147,8.4,0.95,2.65,2.3,1.009,0.0065
observation6231,1,1,1,1,0,7.75,62.5,10.25,1.35,2.3,2.75,1.5395,0.013
observation6232,1,0,1,1,0,8.15,88,7.45,0.85,4.95,3.5,1.3745,0.027
observation6233,1,0,1,1,0,7.85,90.5,10.65,0.65,2.5,1.75,1.137,0.014
observation6234,0,0,0,0,1,8.1,75,9.45,1.6,2.95,2.7,1.4835,0.0185
observation6235,1,0,1,1,0,7.5,45.5,9.35,1.1,1.95,2.1,1.511,0.0375
observation6236,1,0,0,1,0,7.75,64,8.7,1.1,2.2,2.05,1.6825,0.025
observation6237,0,0,0,0,0,7.6,46,8.4,0.75,1.5,2.15,1.156,0.0045
observation6238,1,0,1,0,0,7.35,42,9.2,0.95,2,1.85,1.7625,0.0155
observation6239,1,0,1,0,0,7.2,57,8.25,1,2.25,3.35,1.428,0.0165
observation6240,1,1,1,1,0,7.25,67,9.3,0.95,2,2.45,1.199,0.0135
observation6241,0,1,1,1,0,7.4,77,7.4,0.95,2,2.5,0.978,0.0105
observation6242,0,1,1,0,0,7.05,78,11.4,0.75,1.8,0.85,0.783,0.01
observation6243,1,0,1,1,0,7.2,49.5,8.05,0.85,1.75,0.75,0.889,0.008
observation6244,1,0,0,0,0,7.5,37,9.8,0.6,1.05,0.45,1.022,0.009
observation6245,1,0,1,0,0,7.25,51.5,8.3,0.65,1.05,0.6,1.0235,0.009
observation6246,1,0,1,0,0,7.85,33294,6.95,1.2,3.05,79,1.198,0.0355
observation6247,0,0,0,0,0,7.8,35068,8.85,0.9,4.25,69,1.194,0.0335
observation6248,0,0,0,0,0,7.15,12628.5,8.15,0.75,2.35,20.4,1.761,0.036
observation6249,0,0,0,0,0,7.9,36835.5,8.05,0.7,1.6,30.6,0.4905,0.0315
observation6250,0,0,0,0,0,7.35,33546,7.65,0.45,2.05,86,0.4715,0.0625
observation6251,0,0,0,0,0,7.4,34427,8.65,0.9,0.95,60,0.653,0.0235
observation6252,0,0,0,0,0,7.95,29717,5.75,0.55,0.9,31,0.907,0.0395
observation6253,0,0,0,0,0,7.95,22273.5,10.1,1.85,1.65,27.6,1.5095,0.0455
observation6254,0,0,0,0,0,7.55,27185,7.85,1,2.4,40.8,1.045,0.056
observation6255,0,0,0,0,0,7.5,20999,9.05,2.65,3.35,25.6,1.8625,0.0745
observation6256,0,0,0,0,0,7.6,20596,5.5,0.8,4.15,28.2,1.465,0.085
observation6257,0,0,1,0,0,7.55,31671.5,9.05,0.7,3.05,40.8,1.153,0.053
observation6258,0,0,0,0,0,7.75,27889.5,7.05,0.8,2.9,24.6,1.6995,0.0645
observation6259,1,0,0,0,0,8,26059.5,9.1,0.65,2.35,13.4,2.197,0.0605
observation6260,1,1,0,0,0,7.6,15252,8.15,1.2,2.35,58.8,2.2945,0.1525
observation6261,0,0,0,0,0,7.3,43335.5,6.65,0.4,1.2,38.2,0.6485,0.0415
observation6262,1,0,0,0,0,7.8,2761.5,9.35,0.85,3.05,32.2,2.65,0.0695
observation6263,0,1,0,0,0,7.7,33096.5,7.85,0.65,1.95,33.6,1.0345,0.0395
observation6264,0,0,0,0,0,7.6,16592.5,8.45,0.8,2.75,33.4,1.143,0.048
observation6265,0,0,0,0,0,7.65,32224.5,8.3,0.55,2,46.6,1.1425,0.048
observation6266,1,0,0,0,0,8.4,220,9.85,1.05,3.1,4.2,4.3245,0.036
observation6267,1,0,0,0,0,7.95,232.5,11.15,0.95,2.3,3.4,3.7715,0.068
observation6268,1,1,0,0,0,8.8,304,12.8,0.7,3.25,2.6,4.4895,0.031
observation6269,1,0,1,0,0,7.95,2902.5,10.15,0.5,2.8,3.8,3.9,0.0715
observation6270,0,0,0,0,0,8.1,524,11.4,0.5,2.75,3,4.1665,0.054
observation6271,0,0,0,0,0,8.6,1580.5,10.45,0.7,3.65,7.4,5.7885,0.0885
observation6272,1,0,0,0,0,8.2,3306.5,11.45,0.75,4.75,5.8,5.8355,0.0645
observation6273,1,0,0,0,0,7.9,568.5,10.4,1.4,3.35,6.6,5.398,0.036
observation6274,1,1,1,1,0,8.4,475.5,11.3,1.2,3.55,12.8,5.354,0.086
observation6275,1,1,1,1,0,7.55,2859.5,9.9,2,5.2,10.8,5.1265,0.1175
observation6276,1,1,1,0,0,7.75,222.5,10.35,1.75,4.35,15.2,7.0385,0.0775
observation6277,0,1,1,1,0,8.1,483,13.5,1.9,2.7,6.6,5.609,0.0625
observation6278,1,1,0,0,0,7.9,348,10.95,1.65,6.4,15.8,6.603,0.097
observation6279,0,1,0,0,0,8,263,9.15,0.4,2.9,13.4,7.4775,0.079
observation6280,1,0,0,0,0,8.1,1466.5,10.4,0.95,3.6,10.4,8.341,0.0745
observation6281,0,1,0,0,0,8,1357.5,10.45,0.5,3.65,1.6,5.823,0.104
observation6282,0,0,1,0,0,8.2,1673,11.6,1.35,6,8.8,4.1635,0.1125
observation6283,1,0,0,0,0,8.1,233,11.6,0.65,2.55,5,6.11,0.1295
observation6284,0,1,0,0,0,8.4,1002.5,11.85,0.7,3.7,5.2,6.8175,0.076
observation6285,0,1,1,0,0,7.75,325,12.4,0.95,2.75,5.4,4.822,0.1045
observation6286,0,0,0,0,0,9.15,593,11.55,1.3,5.15,10.6,5.9335,0.113
observation6287,0,0,0,0,0,7.75,1674,9.1,1.5,3.45,9,5.4435,0.1485
observation6288,1,1,1,1,1,8.15,219.5,10.625,2.1125,4.425,10.85,2.786375,0.07975
observation6289,1,0,1,1,1,7.2625,183.75,10.5375,0.8625,2.9375,4.45,1.57425,0.058125
observation6290,1,0,1,1,0,7.477777778,257.8888889,12.77777778,1.733333333,4.022222222,11.42222222,2.714333333,0.062555556
observation6291,1,1,1,0,0,6.8375,119.5,9.3125,0.9,3.025,6,1.651125,0.02725
observation6292,1,0,0,0,0,7.55,219.875,11.9625,2.3375,4.3375,10.8,2.6935,0.09675
observation6293,1,0,0,0,0,7.555555556,239.1111111,9.066666667,0.511111111,2.811111111,4.888888889,2.127888889,0.084111111
observation6294,1,0,0,0,0,8.1,225.625,10.65,2.1625,5.5375,15.2,3.0235,0.09275
observation6295,1,0,0,0,1,7.375,242.75,10.2875,1.0625,3.375,19.15,2.806625,0.090875
observation6296,1,1,1,0,0,7.5875,208.25,10.5,2.4,4.45,14.35,2.8325,0.09575
observation6297,1,1,1,1,1,7.6875,250.75,10.85,1.6625,3.8625,6.75,2.0645,0.067125
observation6298,1,1,1,1,1,7.65,216.5,11.26666667,1.766666667,4.733333333,10.73333333,2.7995,0.0705
observation6299,1,1,1,1,1,7.6,196.125,10.95,1.275,4.025,4.7,2.005,0.082
observation6300,0,1,0,0,1,7.6625,208,11.925,2.5625,5.8125,12.05,3.063125,0.191
observation6301,1,0,0,1,1,7.4875,252.25,10.2125,1.1125,4.1,6.1,2.432625,0.109125
observation6302,1,1,1,0,1,7.5875,209.625,11.625,1.5125,5.0125,12.7,3.166375,0.115375
observation6303,1,1,0,0,0,7.375,224.5,10.3125,0.8625,3.5375,3.15,2.521875,0.10975
observation6304,1,1,1,1,1,7.888888889,164.4444444,11.92222222,1.888888889,5.655555556,8.266666667,2.119111111,0.143666667
observation6305,1,1,1,1,1,7.4375,213.375,10.9,0.8625,4.1,3.1,2.224875,0.108
observation6306,0,1,0,0,1,7.775,231.375,11.6125,2.7625,7.3875,11,2.850875,0.125625
observation6307,1,0,1,0,0,7.775,116,11.2625,0.8,3.35,3.6,1.64675,0.078
observation6308,1,1,1,1,1,7.925,193.5,10.7875,1.5625,4.925,12.85,2.70825,0.190375
observation6309,0,0,0,0,0,7.525,242.375,9.5375,0.8625,4.1625,12.25,2.37425,0.1855
observation6310,1,0,0,0,0,7.9,299.625,10.3375,5.5375,8.0625,29.2,2.150125,0.12
observation6311,1,0,0,0,0,7.475,248.375,9.3,2.1375,5.925,9.3,1.496875,0.095125
observation6312,1,0,0,0,0,7.433333333,319.2222222,9.233333333,3.433333333,7.233333333,18.6,1.960111111,0.095222222
observation6313,1,0,0,0,0,7.4,229.5555556,9.077777778,1.766666667,5.866666667,10.88888889,1.923,0.055111111
observation6314,1,0,0,0,0,7.622222222,293.1111111,10.17777778,3.788888889,7.311111111,15.93333333,1.901555556,0.067333333
observation6315,0,0,0,0,0,7.388888889,314.5555556,8.677777778,2.522222222,6.655555556,8.488888889,1.634777778,0.073333333
observation6316,0,1,0,0,0,7.588888889,326.5555556,9.488888889,4.522222222,8.233333333,18.16666667,1.585777778,0.122777778
observation6317,1,0,0,0,1,7.166666667,252.3333333,8.766666667,1.788888889,4.811111111,6.433333333,1.655555556,0.072
observation6318,1,1,0,0,0,7.4125,270,8.9125,3.8625,7.25,16.1375,1.771,0.118875
observation6319,0,1,0,0,0,7.15,293.75,8.7,1.4625,5.3875,4.9375,1.435625,0.087625
observation6320,0,1,0,0,0,7.2,259.125,10.65,2.475,6.0625,14.1125,1.840125,0.1
observation6321,0,1,0,0,0,7.2875,197,8.425,1.475,5.8,8.6,1.919125,0.097375
observation6322,0,0,0,0,0,8.1625,346.375,11.1375,5.825,12.2,19.65,1.524,0.123375
observation6323,0,1,0,0,0,7.4875,283.375,9.975,1.65,5.6125,5.1625,1.612125,0.07525
observation6324,0,1,0,0,0,7.522222222,263.7777778,9.522222222,2.555555556,6.855555556,10.24444444,2.231888889,0.11
observation6325,0,1,0,0,0,7.788888889,232.2222222,10.55555556,2.022222222,5.566666667,6.388888889,1.948,0.079777778
observation6326,0,1,0,0,0,8.122222222,298.1111111,9.488888889,4.033333333,9.2,14.74444444,1.447111111,0.158666667
observation6327,0,1,0,0,0,7.411111111,243.2222222,9.088888889,1.477777778,5.222222222,4.133333333,1.834888889,0.064222222
observation6328,0,1,0,0,1,6.7,274.375,10.2375,3.725,8.9625,13.4875,1.397875,0.10625
observation6329,1,1,0,0,0,7.5625,229,9.425,1.775,5.6625,12,1.7585,0.07925
observation6330,0,0,0,0,0,8.1375,265,9.7125,3.1625,8.0625,22,1.79125,0.136375
observation6331,1,1,0,0,0,7.025,252.125,8.475,2.1625,4.825,8.075,1.730125,0.081375
observation6332,1,1,1,0,0,7.4,220.125,9.75,2.1125,6.7375,16.1375,3.202125,0.232375
observation6333,1,1,0,0,0,7.375,225.75,9.025,1.25,3.8125,3.3125,3.879125,0.20225
observation6334,1,0,0,0,1,6.6625,213.25,11.9125,2.0125,5.05,7.35,2.86075,0.24375
observation6335,1,1,0,0,1,6.642857143,228.8571429,9.571428571,1.6,3.857142857,4.728571429,2.564428571,0.208142857
observation6336,1,1,0,0,0,8.35,310.5,14.6,5.1,6.25,6.25,2.801,0.107
observation6337,1,1,0,0,0,8.1,359,12.5,2.4,3.5,4,2.2925,0.125
observation6338,1,1,0,0,0,7.25,274,10.75,3.7,7.8,4,2.5555,0.1485
observation6339,1,0,0,0,0,7.1625,234.875,10.0375,2.525,6.5,15.675,2.387625,0.068375
observation6340,1,0,0,0,0,7.2,240.8888889,11.28888889,4.544444444,8.811111111,35.06666667,2.890111111,0.098333333
observation6341,1,0,0,0,0,8.042857143,245.5714286,11.82857143,3.557142857,5.557142857,12.21428571,1.888714286,0.091428571
observation6342,1,1,1,0,0,8,250.8571429,11.57142857,5.5,8.957142857,28.32857143,2.306,0.188428571
observation6343,1,1,1,0,0,7.9375,226.25,11.375,2.6,5.35,12.1875,1.878875,0.1035
observation6344,1,1,0,0,0,7.525,231,9.95,4.3125,7.775,25.575,2.241,0.195375
observation6345,1,1,1,0,0,8.228571429,191.8571429,12.21428571,2.657142857,5.528571429,10.91428571,1.610285714,0.123142857
observation6346,1,1,0,0,0,7.45,213.75,11.825,3.3375,6.75,14.625,2.238375,0.105
observation6347,0,1,0,0,0,7.271428571,176.7142857,9.328571429,2.1,6.171428571,15.08571429,2.041571429,0.125
observation6348,1,1,1,0,0,7.9625,245.25,11.2125,4.6,10.1625,26.25,2.093,0.223125
observation6349,1,1,1,0,0,7.3,247.6666667,10.35,1.633333333,5.066666667,5.833333333,2.145,0.0985
observation6350,1,1,0,0,0,7.65,419,7.65,5.75,8.6,4.2,4.229,0.2335
observation6351,1,1,0,0,0,7.15,521.5,6.55,8.9,10.6,1.8,8.678,0.382
observation6352,1,1,0,0,0,7.85,124,11.65,1.1,4.7,5.2,3.014,0.037
observation6353,0,1,0,0,0,7.35,320.5,9.25,1.45,4.35,2.6,5.0345,0.055
observation6354,1,0,0,0,0,7.35,320,10.3,7.5,6.3,12.8,8.928,0.1205
observation6355,1,0,0,0,0,7.2,260,8.65,2.65,3.7,2.75,5.1255,0.0905
observation6356,1,1,1,0,0,7.3,275,10.2,4.65,5.7,5,5.875,0.076
observation6357,1,1,1,0,0,7.55,254,7.3,1.4,5.2,2.75,4.8625,0.066
observation6358,1,1,1,1,0,7.8,139.5,12.05,1.5,4.3,7.25,1.589,0.029
observation6359,1,1,1,1,0,8,197,9.05,1.15,4.1,5,3.21,0.0405
observation6360,1,1,1,1,0,7.85,201.5,10.65,1.05,4.2,28.25,1.8215,0.042
observation6361,1,1,1,1,0,7.6,156,9.35,0.95,3.1,3.75,1.413,0.0355
observation6362,1,1,1,1,0,7.25,155,11,1.1,4.4,2.35,1.391,0.023
observation6363,1,1,1,1,0,6.6,265.5,7.35,2.2,4.6,2.65,4.718,0.093
observation6364,1,1,0,0,0,8.4,447,6.45,8.05,10.05,14,3.8295,0.296
observation6365,1,1,0,0,0,8.1,439.5,8.65,3.2,7.05,11.4,7.66,0.561
observation6366,1,1,0,0,0,7.25,233.5,8.6,3.8,6.2,12.8,4.5875,0.1725
observation6367,1,0,0,0,0,7.3875,228.125,9.225,2.5625,5.7125,7.8125,4.15675,0.127
observation6368,0,0,0,0,0,7.244444444,262.5555556,8.355555556,5.922222222,9.588888889,23.06666667,4.422777778,0.141666667
observation6369,0,0,0,0,0,7.4625,282.125,9,3.4875,5.7375,23.9375,3.569875,0.142625
observation6370,0,1,0,0,0,7.522222222,282,9.122222222,4.877777778,8.311111111,26.94444444,3.650555556,0.151444444
observation6371,0,1,0,0,0,7.677777778,275.8888889,9.255555556,2.144444444,4.777777778,8.011111111,3.274666667,0.103111111
observation6372,1,1,1,0,0,7.325,306,8.2375,5.975,8.525,21.425,5.3105,0.214375
observation6373,1,1,0,1,0,7.525,341.875,8.275,2.725,5.6875,10.875,3.977125,0.117625
observation6374,1,1,0,0,0,7.3375,233.75,9.9125,4.5,7.25,12.5625,3.431625,0.119875
observation6375,1,1,0,1,0,7.55,230.75,9.075,2.0125,5.0125,6.4875,2.911375,0.11075
observation6376,1,1,0,0,0,7.425,280.625,8.3875,4.1,9.325,16.5125,3.250625,0.200375
observation6377,1,1,0,0,0,7.333333333,306.8333333,9.283333333,1.816666667,4.666666667,7.833333333,2.816333333,0.083333333
observation6378,0,0,0,0,0,7.7,483,7.85,9.15,11.35,31.2,7.523,0.2695
observation6379,0,0,0,0,0,7.7,372,9.25,5.45,6.7,11,6.546,0.5435
observation6380,1,0,0,0,0,7.4,409,9.55,6,9.15,15.6,8.258,0.4565
observation6381,1,0,0,0,0,6.9,248,7.95,3.75,5.9,12.4,5.077,0.1355
observation6382,1,0,0,0,0,7.2,374.5,8.2,5.65,8.15,12.2,7.436,0.1335
observation6383,1,0,0,0,0,7.85,312.5,8.2,4.35,6.6,7.8,5.7915,0.132
observation6384,1,0,0,0,0,7.85,344,9.2,4.25,8.35,15,6.6675,0.0695
observation6385,1,0,0,0,0,7.65,273.5,8.35,2.6,5.75,5,4.343,0.068
observation6386,1,1,1,0,0,7.5625,385.25,9.2,6.25,10.7875,15.5,7.500625,0.1225
observation6387,1,1,1,0,0,7.55,324.375,9.0875,3.6875,7.8,9.1,5.42025,0.099875
observation6388,1,1,1,0,0,7.675,290.25,9.225,5.5,9,12.5,5.66475,0.171125
observation6389,1,1,0,0,0,7.2875,286,9.2375,2.8125,6.325,6.4,4.244,0.159375
observation6390,1,1,0,0,0,7.5875,436,9.975,6.0125,11.3,14.45,9.008875,0.133875
observation6391,1,1,0,1,0,7.35,387.625,8.2375,4.15,7.4625,10.4,6.4215,0.111
observation6392,1,1,0,0,0,7.5875,317.375,10.9375,8.2375,9.825,22.375,6.287125,0.201125
observation6393,1,1,0,0,0,7.3625,343.5,10.0125,4.7375,6.7625,10,6.36625,0.18225
observation6394,1,1,0,0,0,7.5,389.5555556,9.288888889,8.5,11.12222222,16.17777778,8.651777778,0.146111111
